total,ds,scene,siteset,media,ocpa_type
4,201901250000,4,28,0,204
1,201901250000,12,28,0,108
2,201901250005,14,28,0,104
3,201901250005,4,28,0,405
2,201901250005,8,28,0,405
2,201901250005,12,28,0,104
1,201901250010,4,28,0,402
3,201901250010,1,28,0,108
10,201901250010,2,28,0,0
5,201901250015,8,28,0,0
1,201901250015,2,28,0,402
9,201901250015,4,28,0,0
5,201901250020,8,28,0,0
1,201901250025,12,28,0,204
1,201901250025,1,28,4,204
3,201901250025,2,28,0,105
1,201901250025,1,28,0,402
2,201901250025,4,28,0,108
1,201901250025,8,28,0,108
2,201901250030,1,28,0,315
3,201901250035,13,28,0,0
4,201901250035,1,28,0,302
2,201901250040,12,28,0,104
2,201901250040,8,28,0,405
1,201901250040,2,28,0,315
2,201901250040,14,28,0,104
4,201901250045,2,28,0,204
1,201901250045,12,28,0,105
3,201901250050,12,28,0,0
2,201901250050,1,28,4,0
2,201901250055,1,28,0,403
2,201901250100,13,28,0,104
1,201901250100,8,28,0,108
2,201901250100,14,28,0,204
2,201901250100,16,28,0,105
2,201901250100,1,28,0,402
4,201901250105,16,28,0,0
1,201901250105,4,28,0,402
2,201901250105,1,28,0,108
9,201901250110,4,28,0,0
1,201901250110,2,28,0,402
4,201901250110,1,28,0,105
2,201901250115,8,28,0,105
1,201901250115,14,28,4,0
1,201901250115,16,28,0,108
2,201901250115,10,28,0,104
4,201901250115,4,28,0,105
3,201901250115,28,28,0,0
4,201901250120,1,28,0,105
9,201901250120,4,28,0,0
1,201901250120,2,28,0,402
5,201901250120,8,28,0,0
2,201901250125,14,28,0,104
2,201901250125,13,28,0,204
4,201901250125,4,28,0,405
2,201901250130,13,28,0,204
4,201901250130,4,28,0,405
2,201901250130,14,28,0,104
4,201901250135,14,28,0,0
2,201901250140,14,28,0,104
2,201901250140,13,28,0,204
4,201901250140,4,28,0,405
1,201901250145,2,28,0,315
2,201901250145,8,28,0,405
2,201901250145,12,28,0,104
4,201901250145,4,28,0,405
17,201901250150,1,28,0,0
1,201901250150,2,28,0,108
1,201901250150,12,28,4,0
3,201901250150,4,28,0,105
2,201901250150,10,28,0,104
3,201901250150,28,28,0,0
1,201901250150,16,28,0,108
2,201901250200,14,28,0,405
1,201901250200,4,28,0,403
1,201901250200,10,28,0,105
4,201901250200,4,28,0,104
1,201901250200,1,28,4,405
2,201901250200,2,28,0,302
5,201901250205,8,28,0,0
1,201901250215,4,28,0,403
2,201901250215,14,28,0,405
1,201901250215,10,28,0,105
4,201901250215,4,28,0,104
2,201901250215,8,28,0,104
9,201901250220,4,28,0,0
4,201901250220,1,28,0,105
1,201901250225,4,28,0,108
1,201901250225,1,28,0,402
2,201901250225,12,28,0,204
3,201901250225,2,28,0,105
4,201901250235,2,28,0,405
1,201901250235,8,28,0,315
2,201901250240,10,28,0,204
1,201901250240,4,28,0,315
1,201901250240,14,28,0,302
4,201901250245,10,28,0,0
2,201901250245,28,28,0,104
1,201901250245,1,28,0,403
4,201901250245,1,28,0,104
1,201901250250,12,28,4,0
15,201901250250,1,28,0,0
1,201901250250,2,28,0,108
3,201901250250,4,28,0,105
2,201901250250,10,28,0,104
2,201901250250,28,28,0,0
1,201901250250,8,28,0,105
1,201901250255,14,28,0,108
2,201901250255,8,28,0,204
2,201901250300,14,28,0,108
2,201901250300,8,28,0,204
1,201901250305,12,28,0,204
1,201901250305,1,28,4,204
3,201901250305,2,28,0,105
1,201901250305,1,28,0,402
1,201901250305,4,28,0,108
1,201901250305,8,28,0,108
3,201901250310,1,28,0,108
10,201901250310,2,28,0,0
3,201901250315,1,28,0,315
4,201901250320,4,28,0,204
1,201901250320,12,28,0,108
2,201901250325,14,28,0,405
1,201901250325,10,28,0,105
4,201901250325,4,28,0,104
2,201901250325,8,28,0,104
4,201901250330,2,28,0,104
1,201901250335,4,28,0,108
1,201901250335,1,28,4,204
3,201901250335,2,28,0,105
1,201901250335,12,28,0,204
2,201901250335,13,28,0,104
2,201901250340,10,28,0,405
2,201901250340,14,28,0,105
2,201901250340,16,28,0,204
1,201901250345,8,28,0,105
1,201901250345,14,28,4,0
1,201901250345,16,28,0,108
2,201901250345,10,28,0,104
2,201901250345,4,28,0,105
4,201901250355,1,28,0,405
2,201901250400,8,28,0,204
2,201901250400,14,28,0,108
4,201901250400,4,28,0,204
1,201901250415,1,28,0,402
1,201901250415,4,28,0,108
1,201901250415,1,28,4,204
3,201901250415,2,28,0,105
2,201901250415,12,28,0,204
2,201901250415,13,28,0,104
2,201901250420,1,28,0,315
1,201901250425,10,28,0,105
4,201901250425,4,28,0,104
2,201901250425,14,28,0,405
2,201901250430,10,28,0,204
1,201901250430,4,28,0,315
2,201901250430,14,28,0,302
1,201901250430,8,28,0,315
2,201901250435,12,28,0,104
2,201901250435,8,28,0,405
1,201901250435,2,28,0,315
2,201901250435,14,28,0,104
1,201901250445,28,28,0,104
4,201901250445,10,28,0,0
4,201901250445,1,28,0,104
3,201901250450,12,28,0,0
1,201901250450,1,28,4,0
3,201901250455,28,28,0,0
3,201901250455,4,28,0,105
2,201901250455,10,28,0,104
13,201901250455,1,28,0,0
1,201901250455,2,28,0,108
1,201901250455,12,28,4,0
1,201901250500,28,28,0,204
4,201901250500,1,28,0,204
2,201901250505,10,28,0,204
2,201901250505,4,28,0,315
1,201901250505,14,28,0,302
1,201901250505,16,28,0,405
4,201901250510,1,28,0,204
2,201901250515,14,28,0,405
4,201901250515,4,28,0,104
1,201901250515,10,28,0,105
2,201901250515,2,28,0,302
10,201901250520,2,28,0,0
2,201901250520,1,28,0,108
1,201901250525,8,28,0,105
2,201901250530,14,28,0,405
1,201901250530,10,28,0,105
4,201901250530,4,28,0,104
2,201901250530,8,28,0,104
3,201901250535,4,28,0,405
2,201901250535,13,28,0,204
2,201901250535,14,28,0,104
1,201901250535,2,28,0,315
2,201901250540,14,28,0,204
2,201901250540,16,28,0,105
1,201901250540,8,28,0,108
2,201901250540,13,28,0,104
1,201901250540,1,28,4,204
5,201901250545,8,28,0,0
4,201901250550,1,28,0,204
1,201901250550,12,28,4,204
1,201901250550,28,28,0,204
2,201901250555,14,28,0,104
4,201901250555,4,28,0,405
2,201901250555,13,28,0,204
2,201901250555,8,28,0,405
2,201901250555,12,28,0,104
4,201901250600,1,28,0,105
9,201901250600,4,28,0,0
5,201901250600,8,28,0,0
4,201901250605,4,28,0,204
4,201901250610,16,28,0,0
4,201901250615,14,28,0,0
4,201901250620,2,28,0,204
2,201901250625,8,28,0,405
2,201901250625,12,28,0,104
1,201901250625,2,28,0,315
4,201901250630,1,28,0,105
9,201901250630,4,28,0,0
4,201901250635,2,28,0,405
1,201901250635,8,28,0,315
1,201901250635,4,28,0,315
1,201901250640,1,28,4,0
3,201901250640,12,28,0,0
4,201901250645,14,28,0,0
3,201901250645,12,28,0,0
4,201901250650,2,28,0,104
1,201901250650,4,28,0,302
1,201901250650,14,28,0,315
2,201901250655,16,28,0,204
2,201901250655,14,28,0,105
2,201901250655,10,28,0,405
1,201901250700,14,28,4,405
1,201901250705,10,28,0,105
4,201901250705,4,28,0,104
1,201901250705,4,28,0,403
2,201901250705,14,28,0,405
4,201901250715,16,28,0,0
2,201901250720,8,28,0,104
1,201901250720,2,28,0,302
1,201901250720,1,28,4,405
4,201901250725,1,28,0,204
1,201901250725,12,28,4,204
1,201901250725,28,28,0,204
4,201901250730,14,28,0,0
3,201901250730,12,28,0,0
2,201901250735,16,28,0,204
2,201901250735,14,28,0,105
2,201901250735,10,28,0,405
4,201901250735,2,28,0,204
2,201901250740,4,28,0,105
2,201901250740,10,28,0,104
3,201901250740,28,28,0,0
1,201901250740,12,28,4,0
14,201901250740,1,28,0,0
1,201901250740,2,28,0,108
2,201901250745,16,28,0,204
2,201901250745,14,28,0,105
2,201901250745,10,28,0,405
4,201901250745,2,28,0,204
4,201901250750,2,28,0,104
2,201901250750,16,28,0,104
4,201901250755,16,28,0,0
2,201901250800,10,28,0,405
2,201901250800,14,28,0,105
2,201901250800,16,28,0,204
10,201901250810,2,28,0,0
2,201901250810,1,28,0,108
1,201901250815,28,28,0,204
4,201901250815,1,28,0,204
1,201901250815,12,28,4,204
1,201901250820,1,28,4,405
1,201901250820,2,28,0,302
2,201901250820,8,28,0,104
2,201901250820,14,28,0,405
4,201901250825,10,28,0,0
2,201901250825,28,28,0,104
4,201901250835,1,28,0,104
1,201901250835,28,28,0,104
4,201901250835,10,28,0,0
3,201901250835,1,28,0,403
1,201901250840,14,28,0,108
2,201901250840,8,28,0,204
2,201901250845,14,28,0,104
1,201901250845,14,28,0,403
2,201901250845,13,28,0,204
4,201901250845,4,28,0,405
1,201901250850,2,28,0,403
4,201901250850,2,28,0,104
2,201901250855,16,28,0,204
2,201901250855,14,28,0,105
2,201901250855,10,28,0,405
4,201901250855,2,28,0,204
2,201901250900,1,28,0,315
1,201901250905,8,28,0,315
4,201901250905,2,28,0,405
1,201901250905,1,28,4,302
1,201901250910,28,28,0,108
10,201901250910,2,28,0,0
4,201901250910,1,28,0,108
4,201901250915,1,28,0,204
1,201901250920,14,28,4,405
4,201901250925,1,28,0,405
4,201901250930,2,28,0,204
2,201901250930,16,28,0,204
2,201901250930,14,28,0,105
1,201901250935,8,28,0,315
4,201901250935,2,28,0,405
2,201901250935,10,28,0,204
2,201901250940,1,28,0,315
2,201901250945,2,28,0,403
4,201901250945,2,28,0,104
4,201901250950,1,28,0,405
3,201901250955,13,28,0,0
4,201901250955,1,28,0,302
2,201901251000,8,28,0,204
1,201901251000,14,28,0,108
4,201901251000,4,28,0,204
4,201901251005,1,28,0,405
1,201901251005,14,28,4,405
4,201901251010,4,28,0,204
1,201901251010,12,28,0,108
4,201901251015,1,28,0,302
3,201901251015,13,28,0,0
2,201901251020,1,28,0,315
1,201901251025,14,28,4,405
10,201901251030,2,28,0,0
3,201901251030,1,28,0,108
1,201901251030,28,28,0,108
1,201901251035,14,28,4,405
2,201901251040,16,28,0,104
1,201901251040,14,28,0,315
3,201901251040,4,28,0,302
2,201901251045,8,28,0,204
2,201901251045,14,28,0,108
1,201901251045,12,28,0,108
2,201901251050,28,28,0,104
4,201901251050,10,28,0,0
4,201901251050,1,28,0,403
4,201901251050,1,28,0,104
2,201901251055,1,28,0,315
1,201901251100,28,28,0,204
1,201901251100,12,28,4,204
4,201901251100,1,28,0,204
2,201901251105,14,28,0,403
2,201901251105,13,28,0,204
4,201901251105,4,28,0,405
2,201901251105,14,28,0,104
2,201901251110,14,28,0,405
1,201901251110,4,28,0,403
4,201901251110,4,28,0,104
1,201901251110,10,28,0,105
2,201901251110,2,28,0,302
1,201901251110,1,28,4,405
1,201901251115,13,28,0,108
2,201901251115,8,28,0,104
1,201901251115,2,28,0,302
1,201901251115,1,28,4,405
1,201901251115,10,28,0,105
1,201901251120,14,28,4,204
1,201901251120,12,28,4,204
2,201901251125,12,28,0,104
2,201901251125,8,28,0,405
1,201901251125,2,28,0,315
4,201901251130,16,28,0,0
9,201901251135,4,28,0,0
2,201901251135,2,28,0,402
4,201901251135,1,28,0,105
2,201901251140,1,28,0,315
2,201901251140,4,28,0,106
1,201901251145,10,28,0,105
4,201901251145,4,28,0,104
2,201901251145,14,28,0,405
2,201901251145,4,28,0,403
1,201901251145,13,28,0,108
1,201901251150,2,28,0,315
2,201901251150,8,28,0,405
2,201901251150,12,28,0,104
4,201901251150,4,28,0,405
1,201901251155,14,28,0,315
3,201901251155,4,28,0,302
2,201901251155,16,28,0,104
1,201901251155,2,28,0,403
1,201901251200,2,28,0,108
15,201901251200,1,28,0,0
1,201901251200,12,28,4,0
3,201901251200,28,28,0,0
2,201901251200,10,28,0,104
3,201901251200,4,28,0,105
2,201901251200,14,28,4,0
4,201901251205,14,28,0,0
2,201901251210,16,28,0,104
2,201901251210,4,28,0,302
1,201901251210,14,28,0,315
4,201901251210,2,28,0,104
1,201901251215,14,28,0,106
4,201901251215,1,28,0,302
3,201901251215,13,28,0,0
2,201901251220,28,28,0,104
5,201901251220,10,28,0,0
3,201901251220,1,28,0,403
4,201901251220,1,28,0,104
2,201901251225,16,28,0,104
2,201901251225,14,28,0,315
2,201901251225,4,28,0,302
4,201901251225,2,28,0,104
2,201901251230,1,28,0,402
3,201901251230,4,28,0,108
2,201901251230,12,28,0,204
1,201901251230,1,28,4,204
3,201901251230,2,28,0,105
2,201901251235,12,28,0,104
2,201901251235,8,28,0,405
1,201901251235,2,28,0,315
2,201901251235,14,28,0,104
4,201901251240,16,28,0,0
3,201901251240,1,28,0,108
4,201901251245,4,28,0,204
1,201901251245,12,28,0,108
2,201901251250,2,28,0,302
1,201901251250,1,28,4,405
2,201901251250,8,28,0,104
1,201901251250,13,28,0,108
2,201901251250,14,28,0,405
2,201901251255,16,28,0,405
2,201901251255,1,28,0,106
2,201901251255,14,28,0,302
1,201901251255,4,28,0,315
2,201901251255,10,28,0,204
4,201901251300,2,28,0,204
2,201901251300,10,28,0,405
1,201901251305,8,28,0,105
1,201901251305,16,28,0,108
2,201901251305,14,28,4,0
4,201901251305,4,28,0,105
2,201901251305,10,28,0,104
3,201901251305,28,28,0,0
2,201901251310,16,28,0,204
2,201901251310,14,28,0,105
2,201901251310,10,28,0,405
4,201901251310,2,28,0,204
2,201901251315,10,28,0,204
3,201901251315,1,28,0,106
2,201901251315,14,28,0,302
2,201901251315,4,28,0,315
2,201901251315,16,28,0,405
1,201901251320,10,28,0,105
4,201901251320,4,28,0,104
1,201901251320,4,28,0,403
2,201901251320,14,28,0,405
13,201901251325,2,28,0,0
4,201901251325,1,28,0,108
1,201901251325,28,28,0,108
1,201901251330,2,28,0,315
2,201901251330,8,28,0,405
2,201901251330,12,28,0,104
4,201901251330,4,28,0,405
2,201901251335,4,28,0,106
3,201901251335,1,28,0,315
3,201901251340,13,28,0,0
1,201901251340,14,28,0,106
4,201901251340,1,28,0,302
4,201901251345,1,28,0,405
2,201901251350,1,28,0,315
1,201901251350,4,28,0,106
1,201901251355,14,28,4,204
1,201901251355,28,28,0,204
1,201901251400,1,28,4,405
2,201901251400,2,28,0,302
2,201901251400,8,28,0,104
1,201901251400,13,28,0,108
2,201901251400,14,28,0,405
1,201901251405,14,28,0,106
4,201901251405,1,28,0,302
3,201901251405,13,28,0,0
4,201901251410,16,28,0,0
1,201901251415,2,28,0,315
2,201901251415,8,28,0,405
2,201901251415,12,28,0,104
4,201901251415,4,28,0,405
4,201901251420,14,28,0,0
2,201901251420,1,28,4,0
4,201901251425,16,28,0,0
1,201901251430,28,28,0,108
2,201901251430,4,28,0,402
4,201901251430,1,28,0,108
10,201901251430,2,28,0,0
1,201901251435,10,28,0,105
4,201901251435,4,28,0,104
2,201901251435,14,28,0,405
1,201901251435,4,28,0,403
1,201901251435,13,28,0,108
2,201901251440,1,28,4,0
3,201901251440,12,28,0,0
2,201901251445,10,28,0,405
2,201901251445,14,28,0,105
2,201901251445,16,28,0,204
4,201901251450,1,28,0,405
4,201901251455,2,28,0,204
1,201901251455,12,28,0,105
2,201901251455,14,28,0,105
1,201901251500,12,28,0,108
4,201901251500,4,28,0,204
2,201901251500,8,28,0,204
2,201901251505,2,28,0,302
1,201901251505,1,28,4,405
2,201901251505,8,28,0,104
1,201901251505,13,28,0,108
2,201901251505,14,28,0,405
4,201901251510,1,28,0,104
1,201901251515,2,28,0,108
15,201901251515,1,28,0,0
1,201901251515,12,28,4,0
2,201901251515,10,28,0,104
4,201901251515,4,28,0,105
2,201901251515,28,28,0,0
2,201901251515,14,28,4,0
1,201901251515,16,28,0,108
3,201901251520,12,28,0,0
2,201901251520,1,28,4,0
4,201901251525,4,28,0,204
1,201901251525,12,28,0,108
3,201901251530,1,28,0,403
2,201901251530,28,28,0,104
4,201901251530,10,28,0,0
4,201901251530,1,28,0,104
2,201901251535,8,28,0,204
2,201901251535,14,28,0,108
1,201901251535,12,28,0,108
2,201901251540,4,28,0,106
2,201901251540,1,28,0,315
3,201901251545,2,28,0,105
1,201901251545,1,28,4,204
2,201901251545,12,28,0,204
3,201901251545,4,28,0,108
2,201901251545,1,28,0,402
2,201901251545,16,28,0,105
2,201901251545,14,28,0,204
3,201901251550,1,28,0,403
4,201901251555,1,28,0,302
3,201901251555,13,28,0,0
1,201901251600,12,28,4,0
16,201901251600,1,28,0,0
1,201901251600,2,28,0,108
4,201901251600,28,28,0,0
4,201901251600,4,28,0,105
2,201901251600,10,28,0,104
2,201901251600,8,28,0,105
1,201901251605,14,28,4,302
4,201901251605,1,28,0,302
2,201901251610,14,28,0,405
2,201901251610,4,28,0,403
4,201901251610,4,28,0,104
1,201901251610,10,28,0,105
1,201901251610,1,28,4,405
1,201901251610,2,28,0,302
2,201901251615,14,28,0,104
2,201901251615,14,28,0,403
2,201901251615,13,28,0,204
4,201901251615,4,28,0,405
1,201901251620,28,28,0,108
10,201901251620,2,28,0,0
4,201901251620,1,28,0,108
2,201901251620,4,28,0,402
1,201901251625,2,28,0,315
2,201901251625,12,28,0,104
2,201901251625,8,28,0,405
4,201901251625,4,28,0,405
4,201901251630,1,28,0,405
2,201901251635,1,28,0,315
1,201901251635,4,28,0,106
2,201901251640,14,28,0,104
2,201901251640,13,28,0,204
2,201901251640,14,28,0,403
4,201901251640,4,28,0,405
4,201901251645,14,28,0,0
4,201901251650,4,28,0,204
1,201901251650,12,28,0,108
4,201901251655,1,28,0,405
1,201901251700,14,28,4,204
2,201901251700,,28,,402
4,201901251700,1,28,0,204
2,201901251705,14,28,0,104
2,201901251705,14,28,0,403
2,201901251705,13,28,0,204
4,201901251705,4,28,0,405
4,201901251710,2,28,0,204
1,201901251710,12,28,0,105
2,201901251710,,28,,105
2,201901251710,14,28,0,105
2,201901251710,16,28,0,204
2,201901251715,16,28,0,104
1,201901251715,14,28,0,315
2,201901251715,4,28,0,302
1,201901251715,,28,,315
3,201901251720,12,28,0,0
2,201901251720,1,28,4,0
4,201901251720,,28,,0
1,201901251725,13,28,0,108
2,201901251725,,28,,405
1,201901251725,1,28,4,405
1,201901251725,2,28,0,302
2,201901251725,8,28,0,104
2,201901251730,28,28,0,104
4,201901251730,10,28,0,0
1,201901251735,8,28,0,315
1,201901251735,,28,,302
1,201901251735,1,28,4,302
4,201901251735,2,28,0,405
1,201901251740,2,28,0,315
2,201901251740,,28,,104
2,201901251740,12,28,0,104
2,201901251740,8,28,0,405
2,201901251740,13,28,0,204
2,201901251740,14,28,0,403
2,201901251745,8,28,0,108
2,201901251745,14,28,0,204
1,201901251745,16,28,0,105
2,201901251745,13,28,0,104
2,201901251745,12,28,0,204
2,201901251750,4,28,0,402
3,201901251750,1,28,0,108
11,201901251750,2,28,0,0
1,201901251750,28,28,0,108
4,201901251750,16,28,0,0
2,201901251755,16,28,0,104
1,201901251755,14,28,0,315
3,201901251755,4,28,0,302
4,201901251755,2,28,0,104
2,201901251800,13,28,0,104
1,201901251800,8,28,0,108
2,201901251800,14,28,0,204
2,201901251800,16,28,0,105
2,201901251800,1,28,0,402
2,201901251800,,28,,204
4,201901251805,2,28,0,405
1,201901251805,1,28,4,302
1,201901251805,,28,,302
1,201901251805,8,28,0,315
3,201901251810,13,28,0,0
4,201901251810,1,28,0,302
1,201901251815,2,28,0,106
1,201901251815,14,28,4,405
4,201901251820,1,28,0,405
1,201901251825,14,28,0,315
3,201901251825,4,28,0,302
1,201901251825,13,28,0,105
2,201901251825,16,28,0,104
2,201901251830,10,28,0,204
2,201901251830,4,28,0,315
2,201901251830,1,28,0,106
2,201901251830,14,28,0,302
2,201901251830,16,28,0,405
1,201901251830,8,28,0,315
2,201901251835,,28,,105
4,201901251835,2,28,0,204
1,201901251835,12,28,0,105
1,201901251840,10,28,0,105
4,201901251840,4,28,0,104
1,201901251840,4,28,0,403
2,201901251840,14,28,0,405
2,201901251840,,28,,405
3,201901251845,12,28,0,0
2,201901251845,1,28,4,0
4,201901251845,,28,,0
1,201901251850,12,28,4,0
15,201901251850,1,28,0,0
1,201901251850,2,28,0,108
3,201901251850,28,28,0,0
4,201901251850,4,28,0,105
2,201901251850,10,28,0,104
2,201901251850,8,28,0,105
1,201901251855,,28,,108
4,201901251855,4,28,0,204
1,201901251855,12,28,0,108
3,201901251900,4,28,0,302
1,201901251900,14,28,0,315
2,201901251900,16,28,0,104
2,201901251905,28,28,0,104
4,201901251905,10,28,0,0
1,201901251915,14,28,4,204
4,201901251915,1,28,0,204
1,201901251915,,28,,402
2,201901251920,14,28,0,104
2,201901251920,14,28,0,403
2,201901251920,13,28,0,204
4,201901251920,4,28,0,405
4,201901251925,1,28,0,405
2,201901251930,14,28,0,105
2,201901251930,16,28,0,204
2,201901251930,10,28,0,405
4,201901251935,1,28,0,302
1,201901251935,14,28,0,106
3,201901251935,13,28,0,0
4,201901251940,,28,,0
2,201901251940,1,28,4,0
3,201901251940,12,28,0,0
1,201901251945,8,28,0,105
2,201901251945,14,28,4,0
1,201901251945,16,28,0,108
1,201901251945,12,28,4,0
4,201901251950,16,28,0,0
1,201901251955,14,28,4,405
1,201901252000,12,28,0,108
1,201901252000,,28,,108
4,201901252000,4,28,0,204
2,201901252000,8,28,0,204
2,201901252005,13,28,0,104
1,201901252005,8,28,0,108
2,201901252005,14,28,0,204
2,201901252005,16,28,0,105
2,201901252005,1,28,0,402
3,201901252005,4,28,0,108
4,201901252010,16,28,0,0
2,201901252015,1,28,0,315
1,201901252015,4,28,0,106
1,201901252020,4,28,0,106
2,201901252020,1,28,0,315
1,201901252025,2,28,0,315
2,201901252025,,28,,104
2,201901252025,8,28,0,405
2,201901252025,12,28,0,104
3,201901252030,12,28,0,0
2,201901252030,1,28,4,0
4,201901252030,,28,,0
4,201901252035,1,28,0,405
2,201901252040,16,28,0,105
2,201901252040,14,28,0,204
1,201901252040,8,28,0,108
2,201901252040,13,28,0,104
3,201901252040,2,28,0,105
1,201901252040,1,28,4,204
4,201901252045,1,28,0,105
2,201901252045,2,28,0,402
9,201901252045,4,28,0,0
6,201901252045,8,28,0,0
9,201901252050,4,28,0,0
2,201901252050,2,28,0,402
4,201901252050,1,28,0,105
1,201901252055,12,28,0,108
4,201901252055,4,28,0,204
1,201901252055,,28,,108
2,201901252055,8,28,0,204
1,201901252100,14,28,0,315
3,201901252100,4,28,0,302
2,201901252100,16,28,0,104
2,201901252105,10,28,0,204
2,201901252105,16,28,0,405
2,201901252105,4,28,0,315
3,201901252105,1,28,0,106
2,201901252105,14,28,0,302
1,201901252105,8,28,0,315
1,201901252110,14,28,4,204
4,201901252110,1,28,0,204
2,201901252115,14,28,0,104
2,201901252115,13,28,0,204
2,201901252115,14,28,0,403
4,201901252115,4,28,0,405
1,201901252120,14,28,4,302
1,201901252120,14,28,0,106
4,201901252120,1,28,0,302
1,201901252125,12,28,4,0
1,201901252125,2,28,0,108
16,201901252125,1,28,0,0
3,201901252125,28,28,0,0
2,201901252125,10,28,0,104
3,201901252125,4,28,0,105
2,201901252125,8,28,0,105
2,201901252130,10,28,0,405
2,201901252130,14,28,0,105
2,201901252130,16,28,0,204
2,201901252130,,28,,105
2,201901252135,8,28,0,105
1,201901252135,16,28,0,108
2,201901252135,14,28,4,0
1,201901252135,12,28,4,0
2,201901252145,10,28,0,204
2,201901252145,4,28,0,315
2,201901252145,14,28,0,302
3,201901252145,1,28,0,106
2,201901252145,16,28,0,405
1,201901252145,8,28,0,315
4,201901252150,1,28,0,302
1,201901252150,14,28,0,106
3,201901252150,13,28,0,0
1,201901252155,28,28,0,204
1,201901252155,12,28,4,204
4,201901252155,1,28,0,204
1,201901252200,13,28,0,108
2,201901252200,,28,,405
2,201901252200,2,28,0,302
1,201901252200,1,28,4,405
2,201901252200,8,28,0,104
4,201901252205,1,28,0,105
2,201901252205,2,28,0,402
10,201901252205,4,28,0,0
6,201901252205,8,28,0,0
2,201901252210,1,28,0,402
3,201901252210,4,28,0,108
2,201901252210,,28,,204
1,201901252210,1,28,4,204
3,201901252210,2,28,0,105
2,201901252210,12,28,0,204
2,201901252210,13,28,0,104
4,201901252215,2,28,0,405
1,201901252215,8,28,0,315
1,201901252215,,28,,302
2,201901252215,16,28,0,405
2,201901252215,1,28,0,106
2,201901252215,14,28,0,302
2,201901252215,4,28,0,315
3,201901252220,1,28,0,403
2,201901252220,28,28,0,104
5,201901252220,10,28,0,0
4,201901252220,1,28,0,104
4,201901252225,1,28,0,104
1,201901252230,28,28,0,204
1,201901252230,12,28,4,204
4,201901252230,1,28,0,204
4,201901252235,1,28,0,405
2,201901252240,14,28,0,104
4,201901252240,4,28,0,405
2,201901252240,13,28,0,204
2,201901252240,14,28,0,403
2,201901252240,12,28,0,104
2,201901252245,14,28,0,405
2,201901252245,4,28,0,403
4,201901252245,4,28,0,104
1,201901252245,10,28,0,105
2,201901252245,2,28,0,302
1,201901252245,1,28,4,405
3,201901252250,2,28,0,105
1,201901252250,1,28,4,204
2,201901252250,12,28,0,204
2,201901252250,4,28,0,108
2,201901252250,,28,,204
2,201901252250,1,28,0,402
2,201901252250,16,28,0,105
2,201901252250,14,28,0,204
1,201901252255,,28,,302
1,201901252255,8,28,0,315
1,201901252255,1,28,4,302
4,201901252255,2,28,0,405
2,201901252255,10,28,0,204
2,201901252300,2,28,0,402
9,201901252300,4,28,0,0
4,201901252300,1,28,0,105
1,201901252305,14,28,0,106
4,201901252305,1,28,0,302
1,201901252310,14,28,0,108
2,201901252310,8,28,0,204
2,201901252315,1,28,0,315
2,201901252315,4,28,0,106
4,201901252320,4,28,0,104
1,201901252320,10,28,0,105
2,201901252320,4,28,0,403
2,201901252320,14,28,0,405
2,201901252320,,28,,405
4,201901252325,2,28,0,104
1,201901252325,,28,,315
1,201901252325,2,28,0,403
2,201901252325,16,28,0,104
2,201901252330,1,28,0,315
2,201901252330,4,28,0,106
1,201901252335,28,28,0,108
1,201901252335,4,28,0,402
10,201901252335,2,28,0,0
3,201901252335,1,28,0,108
1,201901252340,,28,,108
4,201901252340,4,28,0,204
1,201901252340,12,28,0,108
4,201901252345,16,28,0,0
1,201901252345,4,28,0,402
10,201901252345,2,28,0,0
2,201901252345,1,28,0,108
4,201901252350,1,28,0,302
1,201901252350,14,28,0,106
3,201901252350,13,28,0,0
10,201901252355,2,28,0,0
2,201901252355,1,28,0,108
1,201901252355,28,28,0,108
4,201901260000,1,28,0,204
1,201901260000,12,28,4,204
1,201901260000,28,28,0,204
1,201901260000,14,28,4,204
4,201901260005,1,28,0,405
4,201901260010,1,28,0,405
1,201901260015,12,28,0,108
4,201901260015,4,28,0,204
1,201901260015,,28,,108
2,201901260015,8,28,0,204
1,201901260020,28,28,0,108
1,201901260020,4,28,0,402
10,201901260020,2,28,0,0
4,201901260020,1,28,0,108
4,201901260025,1,28,0,204
1,201901260025,28,28,0,204
2,201901260030,14,28,0,105
2,201901260030,16,28,0,204
2,201901260030,10,28,0,405
4,201901260035,1,28,0,104
4,201901260040,1,28,0,204
4,201901260045,16,28,0,0
1,201901260050,1,28,4,0
3,201901260050,12,28,0,0
4,201901260050,,28,,0
4,201901260050,14,28,0,0
2,201901260055,13,28,0,104
1,201901260055,8,28,0,108
2,201901260055,14,28,0,204
2,201901260055,16,28,0,105
2,201901260055,1,28,0,402
1,201901260055,4,28,0,108
2,201901260055,,28,,204
1,201901260100,28,28,0,204
4,201901260100,1,28,0,204
1,201901260100,12,28,4,204
3,201901260105,13,28,0,0
4,201901260105,1,28,0,302
1,201901260110,28,28,0,104
4,201901260110,10,28,0,0
4,201901260110,1,28,0,104
1,201901260115,2,28,0,315
2,201901260115,,28,,104
2,201901260115,12,28,0,104
2,201901260115,8,28,0,405
2,201901260115,13,28,0,204
2,201901260120,12,28,0,104
2,201901260120,8,28,0,405
1,201901260120,2,28,0,315
2,201901260120,,28,,104
2,201901260125,1,28,0,108
13,201901260125,2,28,0,0
4,201901260125,16,28,0,0
